,mean,std,layer,variable,distance_measure
SVHN_CINIC,0.005365148719545585,0.0013510832088435333,dense2,sign_rate_out,wasserstein_distance
within_WTs,0.005439642595383138,0.001258138717692976,dense2,sign_rate_out,wasserstein_distance
within_conditions,0.005546067932134468,0.0013464129724478744,dense2,sign_rate_out,wasserstein_distance
between_WTs_and_RSN,0.006483425286106114,0.0017406863265632165,dense2,sign_rate_out,wasserstein_distance
between_WT_datasets,0.005485879006830021,0.001432197198190328,dense2,sign_rate_out,wasserstein_distance
CIFAR,1.6997935074014612,0.11802305985600202,dense1,prune_rate_in,bhattacharyya
CINIC,1.4416565496589435,0.08551736723483877,dense1,prune_rate_in,bhattacharyya
SVHN,1.5954873363341582,0.13530270066862654,dense1,prune_rate_in,bhattacharyya
RSN,0.25608875437273243,0.029704186003815608,dense1,prune_rate_in,bhattacharyya
RSN_CIFAR,2.6403156195383093,0.3474975168072302,dense1,prune_rate_in,bhattacharyya
RSN_CINIC,3.2035881724440425,0.4987305681767849,dense1,prune_rate_in,bhattacharyya
RSN_SVHN,3.0897686380631875,0.36231060605525284,dense1,prune_rate_in,bhattacharyya
CIFAR_SVHN,1.8165450681858732,0.18245740261093737,dense1,prune_rate_in,bhattacharyya
CINIC_CIFAR,1.9734373534866727,0.20216184241027446,dense1,prune_rate_in,bhattacharyya
SVHN_CINIC,1.5668660577425855,0.11288636276089878,dense1,prune_rate_in,bhattacharyya
within_WTs,1.5789791311315209,0.156285645853541,dense1,prune_rate_in,bhattacharyya
within_conditions,1.248256536941824,0.5887884084406897,dense1,prune_rate_in,bhattacharyya
between_WTs_and_RSN,2.9778908100151797,0.47545369074279453,dense1,prune_rate_in,bhattacharyya
between_WT_datasets,1.7856161598050437,0.23873866501092011,dense1,prune_rate_in,bhattacharyya
CIFAR,0.08786280646456995,0.017401501076381738,dense1,prune_rate_out,bhattacharyya
CINIC,0.08894419727777635,0.011565199142507636,dense1,prune_rate_out,bhattacharyya
SVHN,0.08245115572660823,0.016161507183358563,dense1,prune_rate_out,bhattacharyya
RSN,0.048909879366528415,0.00971621644103378,dense1,prune_rate_out,bhattacharyya
RSN_CIFAR,0.17278100924249729,0.024517754484704047,dense1,prune_rate_out,bhattacharyya
RSN_CINIC,0.30636796941901095,0.03223183173766289,dense1,prune_rate_out,bhattacharyya
RSN_SVHN,0.1537256610681702,0.023399858152585242,dense1,prune_rate_out,bhattacharyya
CIFAR_SVHN,0.0887590830680772,0.018778466984710283,dense1,prune_rate_out,bhattacharyya
CINIC_CIFAR,0.1929009243413195,0.030101392749040237,dense1,prune_rate_out,bhattacharyya
SVHN_CINIC,0.18101000978203302,0.026304303313616748,dense1,prune_rate_out,bhattacharyya
within_WTs,0.08641938648965151,0.015513063005990712,dense1,prune_rate_out,bhattacharyya
within_conditions,0.07704200970887073,0.02163095338211682,dense1,prune_rate_out,bhattacharyya
between_WTs_and_RSN,0.21095821324322614,0.07308362819629947,dense1,prune_rate_out,bhattacharyya
between_WT_datasets,0.1542233390638099,0.05307130795663176,dense1,prune_rate_out,bhattacharyya
CIFAR,3.001326652120021,0.30193541512247896,dense1,sign_rate_in,bhattacharyya
CINIC,1.7107620414640918,0.09288022692533827,dense1,sign_rate_in,bhattacharyya
SVHN,1.961551414486769,0.15579622192755016,dense1,sign_rate_in,bhattacharyya
RSN,3.086779399786244,0.253915761602694,dense1,sign_rate_in,bhattacharyya
RSN_CIFAR,inf,,dense1,sign_rate_in,bhattacharyya
RSN_CINIC,inf,,dense1,sign_rate_in,bhattacharyya
RSN_SVHN,inf,,dense1,sign_rate_in,bhattacharyya
CIFAR_SVHN,2.5036224798050717,0.25956139821536417,dense1,sign_rate_in,bhattacharyya
CINIC_CIFAR,2.3825368908166853,0.25529707589296996,dense1,sign_rate_in,bhattacharyya
SVHN_CINIC,1.8370391635977787,0.13229752385586704,dense1,sign_rate_in,bhattacharyya
within_WTs,2.2245467026902936,0.5945845843361034,dense1,sign_rate_in,bhattacharyya
within_conditions,2.4401048769642815,0.648584924226717,dense1,sign_rate_in,bhattacharyya
between_WTs_and_RSN,inf,,dense1,sign_rate_in,bhattacharyya
between_WT_datasets,2.241066178073179,0.3661688835271684,dense1,sign_rate_in,bhattacharyya
CIFAR,1.5265670426666194,0.1062169218896492,dense1,sign_rate_out,bhattacharyya
CINIC,1.6968365683109286,0.12749343658412873,dense1,sign_rate_out,bhattacharyya
SVHN,1.5345126122488542,0.10970971410733521,dense1,sign_rate_out,bhattacharyya
RSN,1.096839286759483,0.08439127913952507,dense1,sign_rate_out,bhattacharyya
RSN_CIFAR,1.441172923074129,0.10597214764237352,dense1,sign_rate_out,bhattacharyya
RSN_CINIC,1.685982684274928,0.11522513959262184,dense1,sign_rate_out,bhattacharyya
RSN_SVHN,1.4388309161546757,0.12838747464075062,dense1,sign_rate_out,bhattacharyya
CIFAR_SVHN,1.5170149587057074,0.1052214997137354,dense1,sign_rate_out,bhattacharyya
CINIC_CIFAR,1.7174261664937254,0.11261592157209584,dense1,sign_rate_out,bhattacharyya
SVHN_CINIC,1.6778944403063754,0.13780703191406893,dense1,sign_rate_out,bhattacharyya
within_WTs,1.5859720744088008,0.13909325683093798,dense1,sign_rate_out,bhattacharyya
within_conditions,1.4636888774964714,0.2472856916844926,dense1,sign_rate_out,bhattacharyya
between_WTs_and_RSN,1.5219955078345777,0.1646518610768681,dense1,sign_rate_out,bhattacharyya
between_WT_datasets,1.6374451885019363,0.1475140975176494,dense1,sign_rate_out,bhattacharyya
CIFAR,0.07359339064793854,0.010323024542819427,dense2,prune_rate_in,bhattacharyya
CINIC,0.08228355457832796,0.013946459847086432,dense2,prune_rate_in,bhattacharyya
SVHN,0.06925390853858339,0.012361085771651735,dense2,prune_rate_in,bhattacharyya
RSN,0.0527595585262461,0.009098771559652956,dense2,prune_rate_in,bhattacharyya
RSN_CIFAR,0.08467599227862514,0.013870954284857339,dense2,prune_rate_in,bhattacharyya
RSN_CINIC,0.34720720737957317,0.05113260843553287,dense2,prune_rate_in,bhattacharyya
RSN_SVHN,0.08251614805473464,0.015505341489783261,dense2,prune_rate_in,bhattacharyya
CIFAR_SVHN,0.07258810071137564,0.012693325843953036,dense2,prune_rate_in,bhattacharyya
CINIC_CIFAR,0.2851347389870632,0.047815505508897266,dense2,prune_rate_in,bhattacharyya
SVHN_CINIC,0.23559818507458424,0.048535379056252825,dense2,prune_rate_in,bhattacharyya
within_WTs,0.07504361792161662,0.01344005947544718,dense2,prune_rate_in,bhattacharyya
within_conditions,0.069472603072774,0.015788664583790194,dense2,prune_rate_in,bhattacharyya
between_WTs_and_RSN,0.17146644923764431,0.12829252537968913,dense2,prune_rate_in,bhattacharyya
between_WT_datasets,0.19777367492434103,0.09922567406589397,dense2,prune_rate_in,bhattacharyya
CIFAR,0.006731682525872608,0.004091589404461886,dense2,prune_rate_out,bhattacharyya
CINIC,0.005899193514931655,0.003112331005261057,dense2,prune_rate_out,bhattacharyya
SVHN,0.009417459351234453,0.003924003119574126,dense2,prune_rate_out,bhattacharyya
RSN,0.006200143029010291,0.00298985489435554,dense2,prune_rate_out,bhattacharyya
RSN_CIFAR,0.007104822041248385,0.0038585904029036725,dense2,prune_rate_out,bhattacharyya
RSN_CINIC,0.012956626777109565,0.004971886269279882,dense2,prune_rate_out,bhattacharyya
RSN_SVHN,0.011929676354337454,0.0045968361387714474,dense2,prune_rate_out,bhattacharyya
CIFAR_SVHN,0.012320333698583888,0.005511534742413671,dense2,prune_rate_out,bhattacharyya
CINIC_CIFAR,0.011984145095320742,0.005504669390246848,dense2,prune_rate_out,bhattacharyya
SVHN_CINIC,0.007913617742550326,0.0036331168887120333,dense2,prune_rate_out,bhattacharyya
within_WTs,0.007349445130679571,0.004024386157114982,dense2,prune_rate_out,bhattacharyya
within_conditions,0.00706211960526225,0.003824818806319913,dense2,prune_rate_out,bhattacharyya
between_WTs_and_RSN,0.010663708390898469,0.005172526691368342,dense2,prune_rate_out,bhattacharyya
between_WT_datasets,0.01073936551215165,0.005351377570756601,dense2,prune_rate_out,bhattacharyya
CIFAR,1.128034396379849,0.07716274149728625,dense2,sign_rate_in,bhattacharyya
CINIC,1.2204923150492526,0.09058032397493633,dense2,sign_rate_in,bhattacharyya
SVHN,1.1605333947038916,0.09477482611268236,dense2,sign_rate_in,bhattacharyya
RSN,1.0712592682103703,0.0655118212010924,dense2,sign_rate_in,bhattacharyya
RSN_CIFAR,1.2356789961661243,0.0978276149945767,dense2,sign_rate_in,bhattacharyya
RSN_CINIC,1.5640113771977002,0.14230150517395546,dense2,sign_rate_in,bhattacharyya
RSN_SVHN,1.1971308746845413,0.09295867260877036,dense2,sign_rate_in,bhattacharyya
CIFAR_SVHN,1.151804654240486,0.07849905279236334,dense2,sign_rate_in,bhattacharyya
CINIC_CIFAR,1.4348108374835404,0.12325844712715903,dense2,sign_rate_in,bhattacharyya
SVHN_CINIC,1.404232543127456,0.1307657540015785,dense2,sign_rate_in,bhattacharyya
within_WTs,1.1696867020443311,0.09581415926454091,dense2,sign_rate_in,bhattacharyya
within_conditions,1.1450798435858411,0.09886711771634485,dense2,sign_rate_in,bhattacharyya
between_WTs_and_RSN,1.3322737493494552,0.19979802010986153,dense2,sign_rate_in,bhattacharyya
between_WT_datasets,1.3302826782838275,0.1700034824541204,dense2,sign_rate_in,bhattacharyya
CIFAR,0.0393992989816035,0.008460867165406245,dense2,sign_rate_out,bhattacharyya
CINIC,0.0341954262428372,0.009965413350369972,dense2,sign_rate_out,bhattacharyya
SVHN,0.03765126203028251,0.00825431934989691,dense2,sign_rate_out,bhattacharyya
RSN,0.04100857985868434,0.008705689300959014,dense2,sign_rate_out,bhattacharyya
RSN_CIFAR,0.04704381223822856,0.012360296080688334,dense2,sign_rate_out,bhattacharyya
RSN_CINIC,0.04585997058492205,0.011107307032329894,dense2,sign_rate_out,bhattacharyya
RSN_SVHN,0.04575936806562711,0.010171056619263699,dense2,sign_rate_out,bhattacharyya
CIFAR_SVHN,0.04223690746103457,0.008402728784581159,dense2,sign_rate_out,bhattacharyya
CINIC_CIFAR,0.04120258050278716,0.010743759014632226,dense2,sign_rate_out,bhattacharyya
SVHN_CINIC,0.035754826936998656,0.007961743122397107,dense2,sign_rate_out,bhattacharyya
within_WTs,0.03708199575157441,0.00918433024684277,dense2,sign_rate_out,bhattacharyya
within_conditions,0.0380636417783519,0.00922507912590322,dense2,sign_rate_out,bhattacharyya
between_WTs_and_RSN,0.046221050296259246,0.011263807049101507,dense2,sign_rate_out,bhattacharyya
between_WT_datasets,0.03973143830027345,0.009551241374272173,dense2,sign_rate_out,bhattacharyya
CIFAR,0.9032540000989696,0.011941962585260799,dense1,prune_rate_in,hellinger_distance
CINIC,0.8731944004998365,0.011553438936141207,dense1,prune_rate_in,hellinger_distance
SVHN,0.8916871056787299,0.015400987495156993,dense1,prune_rate_in,hellinger_distance
RSN,0.47430675522755084,0.02483773735175447,dense1,prune_rate_in,hellinger_distance
RSN_CIFAR,0.9612820664318257,0.013950856623180352,dense1,prune_rate_in,hellinger_distance
RSN_CINIC,0.9770548157551318,0.009756204072299433,dense1,prune_rate_in,hellinger_distance
RSN_SVHN,0.9753613938139759,0.009175432966358142,dense1,prune_rate_in,hellinger_distance
CIFAR_SVHN,0.9135022778820324,0.016101043566146826,dense1,prune_rate_in,hellinger_distance
CINIC_CIFAR,0.9263249893061986,0.014469572488727675,dense1,prune_rate_in,hellinger_distance
SVHN_CINIC,0.8887050120085961,0.013307022466360206,dense1,prune_rate_in,hellinger_distance
within_WTs,0.8893785020925121,0.018009877634902107,dense1,prune_rate_in,hellinger_distance
within_conditions,0.7856105653762717,0.18083376106121266,dense1,prune_rate_in,hellinger_distance
between_WTs_and_RSN,0.9712327586669778,0.013215606196393746,dense1,prune_rate_in,hellinger_distance
between_WT_datasets,0.9095107597322758,0.021425986173270458,dense1,prune_rate_in,hellinger_distance
CIFAR,0.2884991516775637,0.027267179984515,dense1,prune_rate_out,hellinger_distance
CINIC,0.29102764110530743,0.018574214886489547,dense1,prune_rate_out,hellinger_distance
SVHN,0.2798548410199313,0.026546707118361206,dense1,prune_rate_out,hellinger_distance
RSN,0.21732893252121877,0.021360433429413683,dense1,prune_rate_out,hellinger_distance
RSN_CIFAR,0.39718182599130586,0.025929395981104032,dense1,prune_rate_out,hellinger_distance
RSN_CINIC,0.5127888529932679,0.023420994669730345,dense1,prune_rate_out,hellinger_distance
RSN_SVHN,0.37625568312604757,0.026280003389553074,dense1,prune_rate_out,hellinger_distance
CIFAR_SVHN,0.28973856927683195,0.02872380020420735,dense1,prune_rate_out,hellinger_distance
CINIC_CIFAR,0.4173355126026727,0.029897784204503765,dense1,prune_rate_out,hellinger_distance
SVHN_CINIC,0.40567863671304266,0.026655220187538596,dense1,prune_rate_out,hellinger_distance
within_WTs,0.2864605446009342,0.02491236527562629,dense1,prune_rate_out,hellinger_distance
within_conditions,0.2691776415810053,0.0384139648719261,dense1,prune_rate_out,hellinger_distance
between_WTs_and_RSN,0.4287421207035404,0.06513126920790972,dense1,prune_rate_out,hellinger_distance
between_WT_datasets,0.3709175728641825,0.06424542078276131,dense1,prune_rate_out,hellinger_distance
CIFAR,0.9736924543842671,0.007266217798929761,dense1,sign_rate_in,hellinger_distance
CINIC,0.9046556165528151,0.009363486562396344,dense1,sign_rate_in,hellinger_distance
SVHN,0.9260197209029929,0.011922213962972104,dense1,sign_rate_in,hellinger_distance
RSN,0.9761534480759738,0.005901045851242063,dense1,sign_rate_in,hellinger_distance
RSN_CIFAR,0.9959937212220349,0.0030867245849333334,dense1,sign_rate_in,hellinger_distance
RSN_CINIC,0.9959597093616249,0.002973373740269485,dense1,sign_rate_in,hellinger_distance
RSN_SVHN,0.9959453043298487,0.0028109515355070665,dense1,sign_rate_in,hellinger_distance
CIFAR_SVHN,0.9568176655787611,0.010389550454669208,dense1,sign_rate_in,hellinger_distance
CINIC_CIFAR,0.9511964058887618,0.011217915069522227,dense1,sign_rate_in,hellinger_distance
SVHN_CINIC,0.9160662406065789,0.011640007684281199,dense1,sign_rate_in,hellinger_distance
within_WTs,0.9347892639466917,0.030446739311791513,dense1,sign_rate_in,hellinger_distance
within_conditions,0.9451303099790124,0.032012032670583085,dense1,sign_rate_in,hellinger_distance
between_WTs_and_RSN,0.9959662449711694,0.002959251299824457,dense1,sign_rate_in,hellinger_distance
between_WT_datasets,0.9413601040247007,0.021171858100005905,dense1,sign_rate_in,hellinger_distance
CIFAR,0.8839407078793183,0.01277044701245276,dense1,sign_rate_out,hellinger_distance
CINIC,0.9027998786963009,0.013338609336908211,dense1,sign_rate_out,hellinger_distance
SVHN,0.8848552251801449,0.01334592271795052,dense1,sign_rate_out,hellinger_distance
RSN,0.8152335581689997,0.0170622295515374,dense1,sign_rate_out,hellinger_distance
RSN_CIFAR,0.8727948054570673,0.014953811382965459,dense1,sign_rate_out,hellinger_distance
RSN_CINIC,0.9018774898798589,0.01171221213213886,dense1,sign_rate_out,hellinger_distance
RSN_SVHN,0.8721069681350632,0.017196959918438205,dense1,sign_rate_out,hellinger_distance
CIFAR_SVHN,0.8827569980503371,0.012997198438471583,dense1,sign_rate_out,hellinger_distance
CINIC_CIFAR,0.9051090269383356,0.011051605410384312,dense1,sign_rate_out,hellinger_distance
SVHN_CINIC,0.9007096739516699,0.014153385475359785,dense1,sign_rate_out,hellinger_distance
within_WTs,0.8905319372519214,0.01576164353744944,dense1,sign_rate_out,hellinger_distance
within_conditions,0.871707342481191,0.03636204173881308,dense1,sign_rate_out,hellinger_distance
between_WTs_and_RSN,0.8822597544906633,0.020281746235909053,dense1,sign_rate_out,hellinger_distance
between_WT_datasets,0.8961918996467807,0.016039591583742668,dense1,sign_rate_out,hellinger_distance
CIFAR,0.26564496574453683,0.01827150333142053,dense2,prune_rate_in,hellinger_distance
CINIC,0.2799825666060127,0.022575506076409506,dense2,prune_rate_in,hellinger_distance
SVHN,0.2575916664084833,0.022037357735726733,dense2,prune_rate_in,hellinger_distance
RSN,0.22581655810309142,0.018962719592875467,dense2,prune_rate_in,hellinger_distance
RSN_CIFAR,0.28389002433310256,0.022542215455661905,dense2,prune_rate_in,hellinger_distance
RSN_CINIC,0.5396784049427422,0.034079767935683736,dense2,prune_rate_in,hellinger_distance
RSN_SVHN,0.28008716232528114,0.025378232703217152,dense2,prune_rate_in,hellinger_distance
CIFAR_SVHN,0.2635323734458807,0.022182458455485877,dense2,prune_rate_in,hellinger_distance
CINIC_CIFAR,0.49586309904734477,0.036702197783928386,dense2,prune_rate_in,hellinger_distance
SVHN_CINIC,0.45532415486417277,0.04076496899073039,dense2,prune_rate_in,hellinger_distance
within_WTs,0.2677397329196777,0.022995686006100066,dense2,prune_rate_in,hellinger_distance
within_conditions,0.25725893921553106,0.02856638714931415,dense2,prune_rate_in,hellinger_distance
between_WTs_and_RSN,0.3678851972003753,0.12461972419415461,dense2,prune_rate_in,hellinger_distance
between_WT_datasets,0.4049065424524661,0.10693079065967885,dense2,prune_rate_in,hellinger_distance
CIFAR,0.07793805033678232,0.02502855137283038,dense2,prune_rate_out,hellinger_distance
CINIC,0.07379381915347799,0.02077226666019062,dense2,prune_rate_out,hellinger_distance
SVHN,0.0945518225253194,0.020629701868444383,dense2,prune_rate_out,hellinger_distance
RSN,0.07599352301373072,0.020037589793009108,dense2,prune_rate_out,hellinger_distance
RSN_CIFAR,0.08076262552616559,0.02344472013801238,dense2,prune_rate_out,hellinger_distance
RSN_CINIC,0.11121747687669968,0.022170466788614757,dense2,prune_rate_out,hellinger_distance
RSN_SVHN,0.10682710691959768,0.020888731675226493,dense2,prune_rate_out,hellinger_distance
CIFAR_SVHN,0.10787601679305636,0.02434200039979264,dense2,prune_rate_out,hellinger_distance
CINIC_CIFAR,0.10623848695043783,0.024719567185331484,dense2,prune_rate_out,hellinger_distance
SVHN_CINIC,0.08645371326124554,0.020039987941217398,dense2,prune_rate_out,hellinger_distance
within_WTs,0.08209456400519326,0.023978200558087442,dense2,prune_rate_out,hellinger_distance
within_conditions,0.08056930375732763,0.023207134337360175,dense2,prune_rate_out,hellinger_distance
between_WTs_and_RSN,0.09960240310748766,0.025945886726833626,dense2,prune_rate_out,hellinger_distance
between_WT_datasets,0.10018940566824659,0.025096717732405516,dense2,prune_rate_out,hellinger_distance
CIFAR,0.8216789998818439,0.014931370716627155,dense2,sign_rate_in,hellinger_distance
CINIC,0.8387319330167732,0.015695374008350225,dense2,sign_rate_in,hellinger_distance
SVHN,0.8276296897682591,0.01774103558352862,dense2,sign_rate_in,hellinger_distance
RSN,0.8102452170163009,0.013849567281600058,dense2,sign_rate_in,hellinger_distance
RSN_CIFAR,0.8412667909564356,0.016396194639813507,dense2,sign_rate_in,hellinger_distance
RSN_CINIC,0.887872068111781,0.016778239896669052,dense2,sign_rate_in,hellinger_distance
RSN_SVHN,0.8344737344056063,0.01696429541038532,dense2,sign_rate_in,hellinger_distance
CIFAR_SVHN,0.8262896066285793,0.014752519199823965,dense2,sign_rate_in,hellinger_distance
CINIC_CIFAR,0.8716660370318354,0.016361205839196792,dense2,sign_rate_in,hellinger_distance
SVHN_CINIC,0.867200598757017,0.018292471049575324,dense2,sign_rate_in,hellinger_distance
within_WTs,0.8293468742222923,0.017643311180551492,dense2,sign_rate_in,hellinger_distance
within_conditions,0.8245714599207942,0.018703774907356866,dense2,sign_rate_in,hellinger_distance
between_WTs_and_RSN,0.8545375311579408,0.029028673703824916,dense2,sign_rate_in,hellinger_distance
between_WT_datasets,0.8550520808058104,0.026273118879951877,dense2,sign_rate_in,hellinger_distance
CIFAR,0.19538082141256607,0.020620333988782248,dense2,sign_rate_out,hellinger_distance
CINIC,0.18115243725772828,0.027443900001098243,dense2,sign_rate_out,hellinger_distance
SVHN,0.19106551999592986,0.020309866730224547,dense2,sign_rate_out,hellinger_distance
RSN,0.19927978476476682,0.02074471180099821,dense2,sign_rate_out,hellinger_distance
RSN_CIFAR,0.2125643551095249,0.026424010003638556,dense2,sign_rate_out,hellinger_distance
RSN_CINIC,0.21007343304670875,0.025191096928248027,dense2,sign_rate_out,hellinger_distance
RSN_SVHN,0.21006804437506285,0.023456314573467873,dense2,sign_rate_out,hellinger_distance
CIFAR_SVHN,0.202312849408519,0.019825625512660844,dense2,sign_rate_out,hellinger_distance
CINIC_CIFAR,0.19915891623140208,0.025411271942379864,dense2,sign_rate_out,hellinger_distance
SVHN_CINIC,0.18619775372144357,0.020567318710557662,dense2,sign_rate_out,hellinger_distance
within_WTs,0.1891995928887414,0.023785867593044404,dense2,sign_rate_out,hellinger_distance
within_conditions,0.1917196408577478,0.02347260776075547,dense2,sign_rate_out,hellinger_distance
between_WTs_and_RSN,0.21090194417709882,0.025080960854610576,dense2,sign_rate_out,hellinger_distance
between_WT_datasets,0.1958898397871215,0.023149378777403726,dense2,sign_rate_out,hellinger_distance
